name,category,address,phone,lat,lng,distance,walk_time
GS25 월계대양점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로 334,,37.62900483547959,127.05750562907016,517,26
CU 월계주공점,"가정,생활 > 편의점 > CU",서울 노원구 초안산로 7,,37.6285961168576,127.054923567969,553,30
GS25 월계주공점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로45길 28,,37.6267183065549,127.051262066762,670,37
CU 월계삼호점,"가정,생활 > 편의점 > CU",서울 노원구 마들로 127,02-973-6939,37.626737463901456,127.06536787315697,679,26
CU 월계롯데점,"가정,생활 > 편의점 > CU",서울 노원구 월계로45길 21,02-999-6266,37.6266852522124,127.05060841112984,722,39
이마트24 월계예지점,"가정,생활 > 편의점 > 이마트24",서울 노원구 초안산로1길 18,070-7700-2020,37.62874940438236,127.05062680337637,830,41
GS25 월계중앙점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로 370,,37.631225764728,127.061094043431,799,31
CU 월계사슴점,"가정,생활 > 편의점 > CU",서울 노원구 월계로55길 3,,37.63176303007208,127.060555227742,844,32
이마트24 R인덕대학교점,"가정,생활 > 편의점 > 이마트24",서울 노원구 초안산로 12,02-6916-1500,37.630342406204974,127.05453967788125,738,32
이마트24 인덕대후문점,"가정,생활 > 편의점 > 이마트24",서울 노원구 초안산로2라길 1,,37.6321458482911,127.057144389863,867,29
GS25 월계타운점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로53길 65,,37.6331335253236,127.058580543838,971,30
세븐일레븐 공릉풍림점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 섬밭로 139,,37.6285559076079,127.068106409617,984,53
스토리웨이,"가정,생활 > 편의점",서울 노원구 석계로 98-2,,37.6236870074235,127.061485474466,294,15
이우철한방누룽지삼계탕,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",서울 성북구 화랑로 237,02-941-7119,37.6105381410451,127.055733662314,481,28
조성용이웃사촌,"음식점 > 한식 > 육류,고기 > 삼겹살",서울 성북구 한천로76길 18,02-966-2547,37.61110623089293,127.06371308642247,602,27
시장떡볶이,음식점 > 분식 > 떡볶이,서울 성북구 돌곶이로22가길 27,02-965-3719,37.60931787819063,127.06006588501718,583,32
서민스시,"음식점 > 일식 > 초밥,롤",서울 성북구 화랑로25길 20,02-912-0912,37.6095595120471,127.052129148732,761,34
중화요리동우당,음식점 > 중식 > 중국요리,서울 성북구 돌곶이로 99,02-943-2182,37.6118355952225,127.055670073071,363,24
웃소한우,"음식점 > 한식 > 육류,고기",서울 성북구 한천로 594,0502-5552-0859,37.61233994895667,127.06151690460449,365,22
어제그쭈꾸미집,"음식점 > 한식 > 해물,생선",서울 성북구 한천로76길 33-12,02-965-3302,37.6119463598927,127.064621006964,622,26
백이손두부,음식점 > 한식 > 두부전문점,서울 성북구 한천로78길 24,,37.6117233168061,127.063882368126,577,27
수양숯불갈비,"음식점 > 한식 > 육류,고기 > 갈비",서울 성북구 화랑로40길 53,02-965-2009,37.61361692467416,127.06438007304966,546,23
김과장고깃집 석계점,"음식점 > 한식 > 육류,고기",서울 성북구 한천로78길 46,0502-5550-9114,37.612561669774,127.064740462214,606,24
재한루,음식점 > 중식,서울 성북구 한천로78길 19,02-960-3362,37.6116874729,127.063519910229,552,26
황가네소곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 성북구 한천로78길 32,,37.611985334194756,127.0641963195779,587,25
조마루감자탕 석관점,음식점 > 한식 > 감자탕 > 조마루감자탕,서울 성북구 화랑로 262,02-960-6953,37.6112684927407,127.058323282464,345,26
버거킹 석관점,음식점 > 패스트푸드 > 버거킹,서울 성북구 돌곶이로 50,070-5138-3074,37.6085648902672,127.059594143753,655,32
창신동매운족발 석계점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 성북구 한천로78길 52,02-959-8033,37.61267064272952,127.06482550168376,609,24
바코삼겹살 돌곶이역직영점,"음식점 > 한식 > 육류,고기 > 삼겹살",서울 성북구 돌곶이로 76-1,02-960-5993,37.6104326736757,127.057715574323,440,28
상록회관 돌곶이점,"음식점 > 한식 > 육류,고기 > 상록회관",서울 성북구 화랑로 275,02-909-3339,37.6123410590705,127.059349118607,245,22
자연숯불화로 돌곶이점,"음식점 > 한식 > 육류,고기",서울 성북구 돌곶이로22길 10,0503-7150-7176,37.6099601651585,127.05850800045133,490,30
고랭 돌곶이점,음식점 > 아시아음식 > 동남아음식,서울 성북구 화랑로32길 31,02-959-9909,37.609031161505,127.05683563649747,606,31
고메스퀘어 서울장위월곡점,음식점 > 뷔페 > 고메스퀘어,서울 성북구 화랑로 202,02-962-1175,37.60820601435,127.052606132754,847,35
오장동불고기냉면,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",서울 성북구 화랑로 268,02-967-8003,37.6115277391549,127.058803699991,320,25
헬로방방 돌곶이역점,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 성북구 화랑로 248,02-959-0077,37.6103970213713,127.056918220605,457,28
시저지,음식점 > 카페,서울 성북구 화랑로32길 59,070-4042-7774,37.607972075586204,127.05770801031778,712,33
투썸플레이스 돌곶이역점,음식점 > 카페 > 커피전문점 > 투썸플레이스,서울 성북구 화랑로 237,02-6953-9223,37.61040122548596,127.05565994337545,497,28
타입커피,음식점 > 카페 > 커피전문점,서울 성북구 화랑로32길 38,02-6956-3238,37.6087103919527,127.05687163369,640,31
메가MGC커피 석관지구대사거리점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 돌곶이로22길 79,02-6956-1502,37.611034994215146,127.06213308321588,504,26
카페 아노츠,음식점 > 카페,서울 성북구 돌곶이로22길 33,0502-5550-1810,37.61053434710727,127.05980297507763,447,29
오오티,음식점 > 카페 > 커피전문점,서울 성북구 화랑로32가길 9,010-5464-4747,37.6092081774792,127.055952384105,609,30
고롱,음식점 > 카페 > 테마카페 > 고양이카페,서울 성북구 돌곶이로 49,,37.6083172199038,127.059392355088,680,32
메가MGC커피 돌곶이역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 돌곶이로 66,070-7576-3510,37.6096213978393,127.058498674644,528,30
빽다방 장위자이레디언트점,음식점 > 카페 > 커피전문점 > 빽다방,서울 성북구 돌곶이로30길 24,02-942-1007,37.61220029877509,127.0560860065367,308,23
라라제이,음식점 > 카페,서울 성북구 돌곶이로22길 8,0507-1370-6048,37.60995392105003,127.05838114896804,491,30
더벤티 돌곶이역점,음식점 > 카페 > 커피전문점 > 더벤티,서울 성북구 화랑로 245,070-8211-2388,37.61079908702633,127.05645077491654,428,27
돌곶이프레소,음식점 > 카페 > 테마카페 > 무인카페,서울 성북구 화랑로 277,010-9019-6137,37.6125644300633,127.059496533917,228,22
럭키스팟 한예종점,음식점 > 카페 > 테마카페 > 무인카페,서울 성북구 화랑로32길 17,,37.6095341127855,127.056420372457,561,30
백억커피 돌곶이점,음식점 > 카페 > 커피전문점,서울 성북구 돌곶이로 101,0502-5551-8039,37.6119626597115,127.055616936089,355,24
컴포즈커피 석관시장점,음식점 > 카페 > 커피전문점 > 컴포즈커피,서울 성북구 돌곶이로18길 4,02-6083-6789,37.60899850804697,127.05911315837304,601,31
감꽃,음식점 > 카페 > 테마카페 > 디저트카페,서울 성북구 돌곶이로22길 7,,37.6102422475591,127.058360988208,459,29
슈퍼키즈스카이방방 서울석관점,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 성북구 돌곶이로 51,02-957-7707,37.6084353280218,127.05923615906,665,32
빽다방 석계중앙점,음식점 > 카페 > 커피전문점 > 빽다방,서울 성북구 한천로78길 63,02-960-7686,37.6132508567677,127.064866779256,596,23
이리카페&파스타,음식점 > 카페,서울 성북구 화랑로32길 111,070-8161-7864,37.6059413829699,127.059247771279,940,38
라파파라,음식점 > 카페 > 커피전문점,서울 성북구 한천로78길 49,02-959-0304,37.61268519949226,127.0645684140655,587,24
CU 석관예술점,"가정,생활 > 편의점 > CU",서울 성북구 화랑로32길 11,1577-8007,37.6096873333773,127.056310630383,548,29
GS25 장위화랑점,"가정,생활 > 편의점 > GS25",서울 성북구 돌곶이로27길 59-7,080-999-5425,37.6105213380207,127.05309476755278,625,28
CU 성북석관점,"가정,생활 > 편의점 > CU",서울 성북구 한천로76길 30,,37.6111752177852,127.064430066733,650,28
GS25 성북한천로점,"가정,생활 > 편의점 > GS25",서울 성북구 한천로 572,02-965-5152,37.6108083873375,127.062998179541,576,26
GS25 성북석관점,"가정,생활 > 편의점 > GS25",서울 성북구 돌곶이로 46,,37.608276438502,127.059861191492,691,33
GS25 S6돌곶이역점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로 지하 243,,37.61055222857029,127.05642453926866,454,27
GS25 석관미소점,"가정,생활 > 편의점 > GS25",서울 성북구 돌곶이로8바길 39,02-959-0920,37.6089591521158,127.06375315898,772,31
이마트24 석관한천점,"가정,생활 > 편의점 > 이마트24",서울 성북구 한천로78길 49,070-4120-8741,37.612685200112,127.064567281466,587,24
세븐일레븐 석관초교점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 돌곶이로22길 28,,37.6101939193561,127.059513899058,477,30
CU 상월곡본점,"가정,생활 > 편의점 > CU",서울 성북구 화랑로21길 65,,37.6090513001427,127.052251108912,794,34
GS25 석관파밀리에점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로 210-6,,37.60833448079346,127.0534409010303,794,34
이마트24 석관중앙점,"가정,생활 > 편의점 > 이마트24",서울 성북구 한천로71길 26,02-962-7646,37.6089597705132,127.06259796488,712,31
GS25 석관한예종점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로32길 44,,37.6084697491682,127.057034535695,664,32
CU 석관늘푸른에버그린점,"가정,생활 > 편의점 > CU",서울 성북구 한천로69길 17,1577-8007,37.6079534643934,127.06409205913,879,32
CU 장위으뜸점,"가정,생활 > 편의점 > CU",서울 성북구 장월로8길 42,,37.6103496804747,127.050045780844,852,32
세븐일레븐 장위화랑점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 화랑로19길 68,,37.6092456364618,127.050823101652,869,31
소문난멸치국수 공릉동본점,음식점 > 한식 > 국수,서울 노원구 동일로173가길 81,02-973-4337,37.621904042910145,127.07244213343556,857,40
하회정,음식점 > 한식 > 국수,서울 노원구 동일로173가길 131,02-977-7005,37.6239794475717,127.071736165205,905,44
최대포소금구이,"음식점 > 한식 > 육류,고기",서울 노원구 석계로7길 14,,37.6163473444505,127.063596363995,337,16
달달토스트&버거,음식점 > 간식 > 토스트,서울 성북구 화랑로 338-2,,37.61457219872329,127.06560526840636,572,20
미가양꼬치,음식점 > 중식 > 양꼬치,서울 노원구 석계로 31,02-942-3432,37.6175401053181,127.063869221622,210,14
석계3층집,"음식점 > 한식 > 육류,고기 > 오리",서울 노원구 석계로 21,02-942-3752,37.6166569801302,127.064158427311,312,16
인생꼬치479,"음식점 > 술집 > 호프,요리주점",서울 노원구 석계로 15,0507-1383-4790,37.61614513955888,127.06430409972943,370,17
춘보만두,음식점 > 분식,서울 노원구 섬밭로 56,02-975-2407,37.6219179323328,127.071829334439,807,40
교촌치킨 석계역점,음식점 > 치킨 > 교촌치킨,서울 노원구 석계로 31,02-909-9229,37.61751126329202,127.06388845239921,214,14
KFC 석계역점,음식점 > 패스트푸드 > KFC,서울 노원구 석계로1길 14,02-2039-5859,37.61552365612336,127.06393885339827,431,19
햇살머믄꼬마김밥 석계역점,음식점 > 분식,서울 노원구 화랑로45길 42,02-977-2236,37.6169302666552,127.065277734779,324,17
오누이,음식점 > 카페,서울 노원구 동일로187길 12-47,,37.62462055418875,127.0723847321775,993,47
스타벅스 공릉DT점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 동일로 1015,1522-3232,37.620790371073866,127.07426417069411,983,42
이너모스트,음식점 > 카페,서울 노원구 동일로183길 12-14,,37.623807505153565,127.07296731978964,987,47
스타쿠빙,음식점 > 카페,서울 노원구 동일로 1019,02-949-1885,37.6210911678717,127.074189143513,983,41
마스트리스보트,음식점 > 카페,서울 노원구 섬밭로 16,0503-7150-7149,37.6181953921356,127.072744359689,847,33
카세트66,음식점 > 카페,서울 노원구 화랑로47길 9,0502-5552-3914,37.615733882818276,127.0666596502377,503,22
카페 늘온,음식점 > 카페 > 테마카페 > 무인카페,서울 노원구 화랑로47길 23,,37.6161582646977,127.066630580111,464,20
CU 월계그랑빌점,"가정,생활 > 편의점 > CU",서울 노원구 마들로 31,,37.615818366701,127.0685965532958,614,26
GS25 S6석계역점,"가정,생활 > 편의점 > GS25",서울 노원구 화랑로 지하 347-1,02-979-2638,37.61519327987579,127.0666772898625,553,21
CU 공릉녹주점,"가정,생활 > 편의점 > CU",서울 노원구 동일로177길 29,070-8648-0400,37.62060006319697,127.07284978016793,857,39
세븐일레븐 성북두산점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 화랑로48길 16,,37.61238508754415,127.06947342645206,950,31
GS25 공릉퍼스트점,"가정,생활 > 편의점 > GS25",서울 노원구 섬밭로 6,,37.61732222560773,127.0729213382804,882,32
이마트24 태릉입구역점,"가정,생활 > 편의점 > 이마트24",서울 노원구 화랑로 419-11,02-3394-8711,37.6177794147736,127.073746373967,942,34
GS25 공릉중앙점,"가정,생활 > 편의점 > GS25",서울 노원구 동일로173가길 28,02-949-1151,37.6196391937507,127.073521669774,906,38
GS25 공릉문화점,"가정,생활 > 편의점 > GS25",서울 노원구 동일로179길 23,,37.6217803881335,127.072798825967,882,41
드림랜드,음식점 > 분식,서울 성북구 월계로 166,02-906-4198,37.61885005425222,127.04442425496079,782,35
장위기사식당,음식점 > 기사식당,서울 성북구 돌곶이로 215,02-917-4009,37.6185214694242,127.046055131414,643,32
털보정육식당,"음식점 > 한식 > 육류,고기",서울 성북구 돌곶이로 157,02-909-1979,37.615456044641,127.051073111597,476,23
온량,음식점 > 양식,서울 성북구 돌곶이로41가길 14-8,,37.6186967493366,127.044786625033,752,36
담가화로구이 번동점,"음식점 > 한식 > 육류,고기",서울 강북구 월계로 195,02-969-1717,37.6216336823401,127.045535992662,726,37
맥도날드 서울번동DT점,음식점 > 패스트푸드 > 맥도날드,서울 강북구 월계로 191,02-6224-2100,37.62117067513775,127.04527518257626,732,38
지화자,음식점 > 한식,서울 성북구 돌곶이로 197,02-917-0217,37.6175963944042,127.0477195928,527,29
온정집 장위점,"음식점 > 한식 > 육류,고기",서울 성북구 장월로 148,02-909-8808,37.6178985329858,127.051282062581,239,22
갯마을바지락칼국수,음식점 > 한식 > 국수 > 칼국수,서울 성북구 장위로 121,02-917-3024,37.613495859733064,127.05022004630105,706,25
해주반,음식점 > 한식 > 감자탕,서울 성북구 돌곶이로 185-1,02-942-7597,37.61700769295795,127.04859250196431,489,28
메밀의 정석,음식점 > 한식 > 국수,서울 성북구 장월로 120,02-3298-0077,37.6163011370925,127.049030379712,506,27
파피토,음식점 > 양식,서울 성북구 돌곶이로37길 14,02-941-9680,37.6170126342496,127.047521003183,570,30
정담초밥 장위점,"음식점 > 일식 > 초밥,롤",서울 성북구 장월로 144,02-942-7773,37.61771216934038,127.05095685641248,275,23
돌쌈,음식점 > 한식 > 쌈밥,서울 성북구 장월로26길 11,02-909-6665,37.61737790776254,127.05094530158078,302,24
60계치킨 서울장위뉴타운점,음식점 > 치킨 > 60계치킨,서울 성북구 돌곶이로40길 46,02-909-6043,37.62012113251409,127.04949390247536,342,26
배스킨라빈스 장위래미안점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,서울 성북구 한천로99길 45,02-909-7024,37.62035075180222,127.04980894990817,323,26
파리바게뜨 장위뉴타운점,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",서울 성북구 한천로 713,02-942-5627,37.61959537145436,127.05063758612393,233,24
화포식당 장위뉴타운점,"음식점 > 한식 > 육류,고기",서울 성북구 돌곶이로40길 46,02-909-1284,37.6201229254656,127.049515425214,340,26
짬뽕관 장위뉴타운점,음식점 > 중식 > 중국요리 > 짬뽕관,서울 성북구 월계로36길 27,02-909-4132,37.61985770085404,127.04814580399481,455,29
나들목기사식당,음식점 > 기사식당,서울 성북구 돌곶이로 217,02-912-5009,37.618596301728296,127.04592605091376,653,32
육회바른연어 장위뉴타운점,"음식점 > 한식 > 해물,생선 > 회 > 육회바른연어",서울 성북구 한천로 713,02-942-8886,37.62001721364491,127.05021650354267,278,25
오블랑쉬,"음식점 > 간식 > 제과,베이커리",서울 성북구 돌곶이로40길 46,070-7809-8403,37.617703337491676,127.04839360362661,468,28
써브웨이 장위뉴타운점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,서울 성북구 돌곶이로40길 46,02-941-0678,37.61767992573921,127.04835960817046,472,28
우리풍천장어,"음식점 > 한식 > 해물,생선 > 장어",서울 성북구 장월로 148-1,02-911-0908,37.61798047950422,127.0513817947584,227,22
옹심이네칼국수,음식점 > 한식 > 국수 > 칼국수,서울 성북구 장월로32길 5,02-914-1742,37.6175751506231,127.051115337331,275,23
군산아구찜탕,"음식점 > 한식 > 해물,생선 > 아구",서울 성북구 돌곶이로 164,02-916-6263,37.6160039334442,127.050869609218,430,23
투썸플레이스 북서울꿈의숲점,음식점 > 카페 > 커피전문점 > 투썸플레이스,서울 강북구 월계로 183,02-542-7711,37.62050405409915,127.04498820042753,741,37
세린,음식점 > 카페,서울 성북구 장월로 119,,37.6164093556387,127.04878919487157,514,28
별콩다방,음식점 > 카페,서울 성북구 장월로 136,010-7512-7347,37.61723943936131,127.05028372818309,354,24
무키무키 장위점,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 성북구 장위로21다길 76,02-3292-7009,37.6168957770917,127.046842462963,630,31
하늘꿈터,음식점 > 카페,서울 성북구 장위로15길 73,0502-5551-1241,37.6168996148168,127.043890742322,871,38
컴포즈커피 꿈의숲아이파크점,음식점 > 카페 > 커피전문점 > 컴포즈커피,서울 성북구 돌곶이로40길 46,02-6498-8468,37.61741392059956,127.0488781996837,444,28
메가MGC커피 북서울꿈의숲점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 돌곶이로 220,02-912-8982,37.61927745983638,127.04589701969157,650,33
이디야커피 장위뉴타운점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 성북구 장월로 144-1,02-909-4385,37.6177301587552,127.051027094653,269,23
버터글로브,음식점 > 카페 > 테마카페 > 디저트카페,서울 성북구 돌곶이로41가길 14-12,02-6339-7756,37.61867434244862,127.04447512151731,779,36
빽다방 장위뉴타운점,음식점 > 카페 > 커피전문점 > 빽다방,서울 성북구 장월로 140,02-941-1016,37.617496058593325,127.05066334654818,310,23
이디야커피 장위동점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 성북구 월계로40길 7,02-943-9094,37.623173269920365,127.04830426304194,607,31
빽다방 북서울꿈의숲점,음식점 > 카페 > 커피전문점 > 빽다방,서울 성북구 돌곶이로 220,02-943-7555,37.6192161613785,127.045977403667,643,33
우지커피 장위뉴타운점,음식점 > 카페 > 커피전문점 > 우지커피,서울 성북구 한천로 713,,37.61921679325695,127.05101678365784,199,24
카페차이 장위뉴타운점,음식점 > 카페 > 커피전문점,서울 성북구 돌곶이로 211,,37.6184222730339,127.046279342323,625,32
카페인24 꿈의숲 SK뷰점,음식점 > 카페 > 테마카페 > 무인카페 > 카페인24,서울 노원구 월계로44길 68-6,0506-429-0611,37.622302010715,127.052532240842,330,19
GS25 장위신일점,"가정,생활 > 편의점 > GS25",서울 성북구 월계로 172,080-999-5425,37.6193093929674,127.044860618079,742,34
CU 장위1동점,"가정,생활 > 편의점 > CU",서울 성북구 장위로21나길 50,02-1577-8007,37.6163665557702,127.045410453575,769,36
GS25 장위에덴점,"가정,생활 > 편의점 > GS25",서울 성북구 장월로21길 22-6,080-999-5425,37.6156812020125,127.046950435036,692,32
세븐일레븐 꿈의숲아트센터점,"가정,생활 > 편의점 > 세븐일레븐",서울 강북구 월계로 173,,37.6202547317687,127.04432427911,795,36
이마트24 R꿈의숲아이파크점,"가정,생활 > 편의점 > 이마트24",서울 성북구 돌곶이로40길 46,02-941-7770,37.618108138045486,127.04776296179594,505,29
CU 장위베스트점,"가정,생활 > 편의점 > CU",서울 성북구 장위로28길 41,02-941-1546,37.6121526920397,127.047546225379,947,31
GS25 장위동방점,"가정,생활 > 편의점 > GS25",서울 성북구 장위로 83-1,,37.6140201243055,127.04607500759,869,32
GS25 번동1단지점,"가정,생활 > 편의점 > GS25",서울 강북구 한천로105길 33,080-999-5425,37.625602357110445,127.04598360250411,943,37
세븐일레븐 장위은하수점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 장위로 104,,37.6135795432202,127.048321841714,777,28
